Symbol,Exchange,PrimaryMkt,SecurityType,MaxLots,LotSize,BasePrice,ADV,RIC,BSYM,TKR,CUSIP,GSS,SEDOL,ISIN
26462,XHKG,Y,CS,3000,10000.0,0.21,,26462.HK,"26462 HK",26462,9HH28TE71,HK26462,BD081Z6,NL0011665708
26463,XHKG,Y,CS,3000,10000.0,0.10,,26463.HK,"26463 HK",26463,9HH28TE89,HK26463,BD08208,NL0011665757
26466,XHKG,Y,CS,3000,5000.0,0.21,,26466.HK,"26466 HK",26466,9HH28TEE6,HK26466,BD08219,NL0011665773
26467,XHKG,Y,CS,3000,1000.0,0.15,,26467.HK,"26467 HK",26467,9HH28TEF3,HK26467,BD08220,NL0011665765
26468,XHKG,Y,CS,3000,1000.0,0.24,,26468.HK,"26468 HK",26468,9HH28TEG1,HK26468,BD08231,NL0011665815
26469,XHKG,Y,CS,3000,1000.0,0.33,,26469.HK,"26469 HK",26469,9HH28TEH9,HK26469,BD08242,NL0011665823
26480,XHKG,Y,CS,3000,10000.0,0.07,,26480.HK,"26480 HK",26480,9HH29OL57,HK26480,BZ1FFY7,CH0302296121
26481,XHKG,Y,CS,3000,20000.0,0.13,,26481.HK,"26481 HK",26481,9HH29NG89,HK26481,BYN5Q01,NL0011665971
26483,XHKG,Y,CS,3000,2000.0,0.16,,26483.HK,"26483 HK",26483,9HH29LXC5,HK26483,,
26484,XHKG,Y,CS,3000,2000.0,,,26484.HK,"26484 HK",26484,9HH29LXD3,HK26484,,
26492,XHKG,Y,CS,3000,10000.0,0.12,,26492.HK,"26492 HK",26492,9HH29PN94,HK26492,,
26494,XHKG,Y,CS,3000,10000.0,0.09,,26494.HK,"26494 HK",26494,9HH29PNK9,HK26494,,
26506,XHKG,Y,CS,3000,10000.0,0.12,,26506.HK,"26506 HK",26506,9HH29PNR4,HK26506,BD082W0,
26507,XHKG,Y,CS,3000,1000.0,0.41,,26507.HK,"26507 HK",26507,9HH29PNS2,HK26507,BD082X1,
26508,XHKG,Y,CS,3000,1000.0,0.08,,26508.HK,"26508 HK",26508,9HH29PNT0,HK26508,BD082Y2,
26512,XHKG,Y,CS,3000,2000.0,0.13,,26512.HK,"26512 HK",26512,9HH29MHP2,HK26512,,
26513,XHKG,Y,CS,3000,10000.0,0.02,,26513.HK,"26513 HK",26513,9HH29MHO5,HK26513,,
26514,XHKG,Y,CS,3000,5000.0,0.23,,26514.HK,"26514 HK",26514,9HH29MII7,HK26514,,
26516,XHKG,Y,CS,3000,10000.0,0.09,,26516.HK,"26516 HK",26516,9HH29MHQ0,HK26516,,
26521,XHKG,Y,CS,3000,4000.0,0.11,,26521.HK,"26521 HK",26521,9HH29QZT5,HK26521,,
26524,XHKG,Y,CS,3000,2000.0,0.14,,26524.HK,"26524 HK",26524,9HH29QZZ1,HK26524,,
26526,XHKG,Y,CS,3000,1000.0,0.36,,26526.HK,"26526 HK",26526,9HH29OJN1,HK26526,BYY7MV9,NL0011666144
26532,XHKG,Y,CS,3000,10000.0,0.04,,26532.HK,"26532 HK",26532,9HH29NTJ1,HK26532,,
26534,XHKG,Y,CS,3000,10000.0,0.03,,26534.HK,"26534 HK",26534,9HH23U3I1,HK26534,,
26538,XHKG,Y,CS,3000,10000.0,0.25,,26538.HK,"26538 HK",26538,9HH29PPB7,HK26538,BYNNSS7,NL0011666243
26539,XHKG,Y,CS,3000,2000.0,0.09,,26539.HK,"26539 HK",26539,9HH29PPC5,HK26539,BYNNST8,NL0011666227
26540,XHKG,Y,CS,3000,10000.0,0.06,,26540.HK,"26540 HK",26540,9HH29PPD3,HK26540,BYNNSV0,NL0011666235
26541,XHKG,Y,CS,3000,4000.0,0.24,,26541.HK,"26541 HK",26541,9HH29RNV1,HK26541,BYP7ZC0,NL0011666318
26546,XHKG,Y,CS,3000,5000.0,,,26546.HK,"26546 HK",26546,9HH29RO08,HK26546,BZF9PP6,CH0316507786
26547,XHKG,Y,CS,3000,10000.0,0.15,,26547.HK,"26547 HK",26547,9HH29RO24,HK26547,BDGWBW9,CH0316507778
26554,XHKG,Y,CS,3000,4000.0,0.11,,26554.HK,"26554 HK",26554,9HH29S754,HK26554,BD6RH15,NL0011666375
26555,XHKG,Y,CS,3000,100.0,0.08,,26555.HK,"26555 HK",26555,9HH29QF00,HK26555,,
26580,XHKG,Y,CS,3000,1000.0,0.10,,26580.HK,"26580 HK",26580,9HH29R6Z1,HK26580,,
26582,XHKG,Y,CS,3000,2000.0,0.10,,26582.HK,"26582 HK",26582,9HH29R6W8,HK26582,,
26590,XHKG,Y,CS,3000,4000.0,0.22,,26590.HK,"26590 HK",26590,9HH2A75I2,HK26590,BDGP054,NL0011666516
26592,XHKG,Y,CS,3000,4000.0,0.15,,26592.HK,"26592 HK",26592,9HH2A9MY4,HK26592,BD6RGB8,
26595,XHKG,Y,CS,3000,4000.0,0.50,,26595.HK,"26595 HK",26595,9HH2A75O9,HK26595,BDGP065,NL0011666508
26596,XHKG,Y,CS,3000,2000.0,0.22,,26596.HK,"26596 HK",26596,9HH2A75P6,HK26596,BDGP076,NL0011666524
26611,XHKG,Y,CS,3000,5000.0,0.79,,26611.HK,"26611 HK",26611,9HH2ABUQ7,HK26611,BDGPC36,
26612,XHKG,Y,CS,3000,4000.0,0.48,,26612.HK,"26612 HK",26612,9HH2ABUR5,HK26612,BDGPC47,
26613,XHKG,Y,CS,3000,500.0,,,26613.HK,"26613 HK",26613,9HH2ABUW4,HK26613,BDGPC58,
26615,XHKG,Y,CS,3000,2000.0,0.18,,26615.HK,"26615 HK",26615,9HH2A77J8,HK26615,BD3Z3V4,NL0011666599
26616,XHKG,Y,CS,3000,500.0,1.06,,26616.HK,"26616 HK",26616,9HH2A77K5,HK26616,BD3Z3W5,NL0011666607
26617,XHKG,Y,CS,3000,4000.0,0.18,,26617.HK,"26617 HK",26617,9HH29SUP4,HK26617,,
26639,XHKG,Y,CS,3000,10000.0,,,26639.HK,"26639 HK",26639,9HH2AAUE6,HK26639,BYPKVX2,NL0011666680
26641,XHKG,Y,CS,3000,10000.0,0.13,,26641.HK,"26641 HK",26641,9HH2ABVF0,HK26641,BD3ZC28,HK0000286689
26643,XHKG,Y,CS,3000,4000.0,0.06,,26643.HK,"26643 HK",26643,9HH2ABVH6,HK26643,BD3ZC39,HK0000286697
26647,XHKG,Y,CS,3000,10000.0,0.19,,26647.HK,"26647 HK",26647,9HH2A9283,HK26647,,
26648,XHKG,Y,CS,3000,1000.0,,,26648.HK,"26648 HK",26648,9HH1QZXY9,HK26648,BNGN586,GB00BNGN5862
26649,XHKG,Y,CS,3000,10000.0,0.28,,26649.HK,"26649 HK",26649,9HH2A9291,HK26649,,
26650,XHKG,Y,CS,3000,10000.0,0.14,,26650.HK,"26650 HK",26650,9HH2A92A8,HK26650,,
26651,XHKG,Y,CS,3000,10000.0,0.11,,26651.HK,"26651 HK",26651,9HH2A92B6,HK26651,,
26653,XHKG,Y,CS,3000,1000.0,0.15,,26653.HK,"26653 HK",26653,9HH2ABVI4,HK26653,BD3ZBP4,HK0000286705
26654,XHKG,Y,CS,3000,2000.0,0.20,,26654.HK,"26654 HK",26654,9HH2ABVJ2,HK26654,BD3ZBQ5,HK0000286713
26656,XHKG,Y,CS,3000,10000.0,0.08,,26656.HK,"26656 HK",26656,9HH2ABVK9,HK26656,BD3ZBT8,HK0000286721
26657,XHKG,Y,CS,3000,2000.0,,,26657.HK,"26657 HK",26657,9HH2ABVG8,HK26657,BD3ZBV0,HK0000286739
26659,XHKG,Y,CS,3000,1000.0,0.14,,26659.HK,"26659 HK",26659,9HH2ABV29,HK26659,BD3ZBW1,HK0000286747
26661,XHKG,Y,CS,3000,5000.0,,,26661.HK,"26661 HK",26661,9HH2ABVL7,HK26661,BD3ZBR6,HK0000286754
26662,XHKG,Y,CS,3000,1000.0,0.12,,26662.HK,"26662 HK",26662,9HH2ABVM5,HK26662,BD3ZBS7,HK0000286762
26667,XHKG,Y,CS,3000,10000.0,,,26667.HK,"26667 HK",26667,9HH2AE3K4,HK26667,,
26668,XHKG,Y,CS,3000,10000.0,0.07,,26668.HK,"26668 HK",26668,9HH2AE3L2,HK26668,,
26669,XHKG,Y,CS,3000,1000.0,0.14,,26669.HK,"26669 HK",26669,9HH2AE3N8,HK26669,BD3ZBZ4,CH0302296626
26670,XHKG,Y,CS,3000,500.0,,,26670.HK,"26670 HK",26670,9HH2A92D2,HK26670,,
26676,XHKG,Y,CS,3000,10000.0,0.14,,26676.HK,"26676 HK",26676,9HH2AD9U8,HK26676,BDCRPR1,NL0011666789
26682,XHKG,Y,CS,3000,4000.0,0.13,,26682.HK,"26682 HK",26682,9HH2AD9W4,HK26682,BDCRPS2,NL0011666771
26683,XHKG,Y,CS,3000,10000.0,0.06,,26683.HK,"26683 HK",26683,9HH2AA3Y2,HK26683,,
26686,XHKG,Y,CS,3000,10000.0,0.09,,26686.HK,"26686 HK",26686,9HH2AA3Z9,HK26686,,
26688,XHKG,Y,CS,3000,10000.0,0.12,,26688.HK,"26688 HK",26688,9HH2AFBP1,HK26688,BYQ73F8,NL0011744834
26689,XHKG,Y,CS,3000,10000.0,0.07,,26689.HK,"26689 HK",26689,9HH2AFJO6,HK26689,BYQ73G9,NL0011744842
26692,XHKG,Y,CS,3000,2000.0,0.18,,26692.HK,"26692 HK",26692,9HH23QB34,HK26692,BZ18HC8,NL0011336458
26693,XHKG,Y,CS,3000,2000.0,0.33,,26693.HK,"26693 HK",26693,9HH2AFJP3,HK26693,BYQ73H0,NL0011744859
26700,XHKG,Y,CS,3000,10000.0,0.05,,26700.HK,"26700 HK",26700,9HH2AFJS7,HK26700,BYQ73P8,CH0302296683
26702,XHKG,Y,CS,3000,2000.0,0.08,,26702.HK,"26702 HK",26702,9HH2AFK30,HK26702,BYQ73Q9,CH0302296691
26703,XHKG,Y,CS,3000,10000.0,0.08,,26703.HK,"26703 HK",26703,9HH2AE530,HK26703,BDGT1S6,NL0011666870
26705,XHKG,Y,CS,3000,1000.0,0.18,,26705.HK,"26705 HK",26705,9HH2AE571,HK26705,BDGT1T7,NL0011666862
26709,XHKG,Y,CS,3000,1000.0,0.08,,26709.HK,"26709 HK",26709,9HH2AB2X3,HK26709,,
26712,XHKG,Y,CS,3000,10000.0,0.07,,26712.HK,"26712 HK",26712,9HH2ACH15,HK26712,,
26713,XHKG,Y,CS,3000,2000.0,,,26713.HK,"26713 HK",26713,9HH2ADW16,HK26713,BYXV6S7,NL0011666938
26738,XHKG,Y,CS,3000,1000.0,0.30,,26738.HK,"26738 HK",26738,9HH23QB42,HK26738,BZ18HD9,NL0011336466
26744,XHKG,Y,CS,3000,10000.0,0.12,,26744.HK,"26744 HK",26744,9HH2AH8M8,HK26744,BDGSRT6,CH0312377333
26755,XHKG,Y,CS,3000,5000.0,0.29,,26755.HK,"26755 HK",26755,9HH2AGE84,HK26755,BZ60462,NL0011667019
26756,XHKG,Y,CS,3000,10000.0,0.06,,26756.HK,"26756 HK",26756,9HH2AEY61,HK26756,,
26763,XHKG,Y,CS,3000,5000.0,0.02,,26763.HK,"26763 HK",26763,9HH2AEYC8,HK26763,,
26764,XHKG,Y,CS,3000,10000.0,0.02,,26764.HK,"26764 HK",26764,9HH2AH8Z9,HK26764,BZ60417,NL0011667118
26767,XHKG,Y,CS,3000,3000.0,0.11,,26767.HK,"26767 HK",26767,9HH2AH905,HK26767,BZ60428,NL0011667092
26769,XHKG,Y,CS,3000,1000.0,0.12,,26769.HK,"26769 HK",26769,9HH1JJ8H8,HK26769,BD3D147,HK0000160769
26773,XHKG,Y,CS,3000,10000.0,0.10,,26773.HK,"26773 HK",26773,9HH2AEYD6,HK26773,,
26786,XHKG,Y,CS,3000,2000.0,0.06,,26786.HK,"26786 HK",26786,9HH23QB00,HK26786,BZ18HF1,NL0011336474
26787,XHKG,Y,CS,3000,10000.0,0.18,,26787.HK,"26787 HK",26787,9HH2AICT6,HK26787,BZ3SZC2,NL0011667167
26788,XHKG,Y,CS,3000,10000.0,0.08,,26788.HK,"26788 HK",26788,9HH2AICW9,HK26788,BZ3SZD3,NL0011667159
26791,XHKG,Y,CS,3000,10000.0,0.01,,26791.HK,"26791 HK",26791,9HH23QB59,HK26791,BZ18HG2,NL0011336441
26795,XHKG,Y,CS,3000,5000.0,0.04,,26795.HK,"26795 HK",26795,9HH2AJT74,HK26795,BYZ0KJ1,NL0011745013
26797,XHKG,Y,CS,3000,10000.0,0.09,,26797.HK,"26797 HK",26797,9HH2AJT82,HK26797,BYZ0KK2,NL0011745021
26805,XHKG,Y,CS,3000,20000.0,0.04,,26805.HK,"26805 HK",26805,9HH2AGOC4,HK26805,,
26806,XHKG,Y,CS,3000,1000.0,0.07,,26806.HK,"26806 HK",26806,9HH2AGOD2,HK26806,,
26807,XHKG,Y,CS,3000,1000.0,0.14,,26807.HK,"26807 HK",26807,9HH2AGOE0,HK26807,,
26808,XHKG,Y,CS,3000,1000.0,0.12,,26808.HK,"26808 HK",26808,9HH2AJTX7,HK26808,BYSXX21,NL0011667217
26810,XHKG,Y,CS,3000,5000.0,0.03,,26810.HK,"26810 HK",26810,9HH23QB18,HK26810,BZ18HJ5,NL0011336433
26823,XHKG,Y,CS,3000,10000.0,0.13,,26823.HK,"26823 HK",26823,9HH2AJWW5,HK26823,BYY94S6,NL0011667258
26824,XHKG,Y,CS,3000,20000.0,0.06,,26824.HK,"26824 HK",26824,9HH2AHNB5,HK26824,,
26838,XHKG,Y,CS,3000,5000.0,0.03,,26838.HK,"26838 HK",26838,9HH2ALNE0,HK26838,BYSXX76,CH0312377424
26840,XHKG,Y,CS,3000,1000.0,0.07,,26840.HK,"26840 HK",26840,9HH2ALOG4,HK26840,BYY98B7,CH0312377473
26843,XHKG,Y,CS,3000,2000.0,0.10,,26843.HK,"26843 HK",26843,9HH2ALOH2,HK26843,BYY98C8,CH0312377481
26844,XHKG,Y,CS,3000,2000.0,0.17,,26844.HK,"26844 HK",26844,9HH2AMBY7,HK26844,BYY98D9,CH0312377499
26849,XHKG,Y,CS,3000,10000.0,0.08,,26849.HK,"26849 HK",26849,9HH2AKWV4,HK26849,BYZJD55,NL0011667365
26850,XHKG,Y,CS,3000,1000.0,0.16,,26850.HK,"26850 HK",26850,9HH2AJ4A4,HK26850,,
26869,XHKG,Y,CS,3000,2000.0,,,26869.HK,"26869 HK",26869,9HH2ALPJ7,HK26869,BZ77T67,
26871,XHKG,Y,CS,3000,4000.0,0.08,,26871.HK,"26871 HK",26871,9HH2AK4P8,HK26871,,
26872,XHKG,Y,CS,3000,4000.0,0.07,,26872.HK,"26872 HK",26872,9HH2AK4Q6,HK26872,,
26874,XHKG,Y,CS,3000,10000.0,0.08,,26874.HK,"26874 HK",26874,9HH2AKP83,HK26874,,
26880,XHKG,Y,CS,3000,1000.0,0.19,,26880.HK,"26880 HK",26880,9HH2AOUE6,HK26880,BZ77VN8,
26884,XHKG,Y,CS,3000,10000.0,0.12,,26884.HK,"26884 HK",26884,9HH2AOUG1,HK26884,BZ77VP0,
26893,XHKG,Y,CS,3000,5000.0,0.08,,26893.HK,"26893 HK",26893,9HH2AOZG6,HK26893,BZ77TX4,
26894,XHKG,Y,CS,3000,10000.0,0.10,,26894.HK,"26894 HK",26894,9HH2AMC83,HK26894,BDF7MQ6,CH0319408230
26895,XHKG,Y,CS,3000,10000.0,0.12,,26895.HK,"26895 HK",26895,9HH2AMCA8,HK26895,BDH0SX2,CH0319414451
26896,XHKG,Y,CS,3000,10000.0,0.08,,26896.HK,"26896 HK",26896,9HH2ALDY7,HK26896,,
26897,XHKG,Y,CS,3000,5000.0,0.04,,26897.HK,"26897 HK",26897,9HH2ALDN1,HK26897,,
26916,XHKG,Y,CS,3000,10000.0,0.24,,26916.HK,"26916 HK",26916,9HH2491J7,HK26916,BYNRLR9,HK0000265741
26927,XHKG,Y,CS,3000,10000.0,0.02,,26927.HK,"26927 HK",26927,9HH2491K4,HK26927,BYNRLV3,HK0000265758
26934,XHKG,Y,CS,3000,2000.0,,,26934.HK,"26934 HK",26934,9HH1R2LP3,HK26934,BNGY2Y4,
26940,XHKG,Y,CS,3000,10000.0,0.16,,26940.HK,"26940 HK",26940,9HH2AOVI6,HK26940,BZ56YK5,NL0011667670
26944,XHKG,Y,CS,3000,10000.0,0.12,,26944.HK,"26944 HK",26944,9HH2AOVK1,HK26944,BZ56YL6,NL0011667688
26945,XHKG,Y,CS,3000,2000.0,0.08,,26945.HK,"26945 HK",26945,9HH2491M0,HK26945,BYNRJ42,HK0000265766
26951,XHKG,Y,CS,3000,4000.0,0.18,,26951.HK,"26951 HK",26951,9HH2AN571,HK26951,BYSWVB3,
26958,XHKG,Y,CS,3000,4000.0,0.26,,26958.HK,"26958 HK",26958,9HH2AN4I8,HK26958,BYSWTV9,
26959,XHKG,Y,CS,3000,4000.0,,,26959.HK,"26959 HK",26959,9HH2AN4J6,HK26959,BYSWTW0,
26971,XHKG,Y,CS,3000,10000.0,0.06,,26971.HK,"26971 HK",26971,9HH2AOVM7,HK26971,BZ56YM7,NL0011667662
26972,XHKG,Y,CS,3000,10000.0,0.44,,26972.HK,"26972 HK",26972,9HH2AOVE5,HK26972,BZ56YN8,NL0011667647
26973,XHKG,Y,CS,3000,4000.0,0.02,,26973.HK,"26973 HK",26973,9HH2AOUV8,HK26973,BZ56YP0,NL0011667654
26974,XHKG,Y,CS,3000,4000.0,0.36,,26974.HK,"26974 HK",26974,9HH2AOVP0,HK26974,BZ56YQ1,NL0011667696
26976,XHKG,Y,CS,3000,10000.0,0.21,,26976.HK,"26976 HK",26976,9HH2AOVR6,HK26976,BZ56YR2,NL0011667704
26977,XHKG,Y,CS,3000,1000.0,0.10,,26977.HK,"26977 HK",26977,9HH2AMHU9,HK26977,,
26985,XHKG,Y,CS,3000,10000.0,0.09,,26985.HK,"26985 HK",26985,9HH2AMHV7,HK26985,,
26987,XHKG,Y,CS,3000,10000.0,0.05,,26987.HK,"26987 HK",26987,9HH2ANHX1,HK26987,,
26988,XHKG,Y,CS,3000,10000.0,0.14,,26988.HK,"26988 HK",26988,9HH2ANI36,HK26988,,
26991,XHKG,Y,CS,3000,10000.0,0.15,,26991.HK,"26991 HK",26991,9HH2ANI44,HK26991,,
27005,XHKG,Y,CS,3000,4000.0,0.08,,27005.HK,"27005 HK",27005,9HH2AT4X2,HK27005,BYY3XF8,CH0312378067
27008,XHKG,Y,CS,3000,2000.0,0.07,,27008.HK,"27008 HK",27008,9HH2AOZP6,HK27008,BZ8TM29,NL0011667761
27009,XHKG,Y,CS,3000,2000.0,0.12,,27009.HK,"27009 HK",27009,9HH2AP006,HK27009,BZ8TM30,NL0011667753
27010,XHKG,Y,CS,3000,10000.0,0.18,,27010.HK,"27010 HK",27010,9HH2ANI10,HK27010,,
27011,XHKG,Y,CS,3000,10000.0,0.02,,27011.HK,"27011 HK",27011,9HH2ANI51,HK27011,,
27012,XHKG,Y,CS,3000,5000.0,0.02,,27012.HK,"27012 HK",27012,9HH2ANI69,HK27012,,
27014,XHKG,Y,CS,3000,10000.0,,,27014.HK,"27014 HK",27014,9HH2ANI77,HK27014,,
27016,XHKG,Y,CS,3000,10000.0,0.08,,27016.HK,"27016 HK",27016,9HH2AOG93,HK27016,,
27019,XHKG,Y,CS,3000,10000.0,,,27019.HK,"27019 HK",27019,9HH1R05F7,HK27019,BNH7H03,HK0000204609
27035,XHKG,Y,CS,3000,10000.0,0.16,,27035.HK,"27035 HK",27035,9HH2AUMB7,HK27035,BZ570P5,NL0011745310
27037,XHKG,Y,CS,3000,10000.0,0.12,,27037.HK,"27037 HK",27037,9HH2AUMD3,HK27037,BZ570Q6,NL0011745328
27038,XHKG,Y,CS,3000,10000.0,0.18,,27038.HK,"27038 HK",27038,9HH2AUMF8,HK27038,BZ570R7,NL0011745336
27039,XHKG,Y,CS,3000,5000.0,0.25,,27039.HK,"27039 HK",27039,9HH2AUDV3,HK27039,BZ570S8,NL0011745344
27040,XHKG,Y,CS,3000,10000.0,0.08,,27040.HK,"27040 HK",27040,9HH2AUDX9,HK27040,BZ570T9,NL0011745294
27041,XHKG,Y,CS,3000,10000.0,0.14,,27041.HK,"27041 HK",27041,9HH2AUMH4,HK27041,BZ570V1,NL0011745302
27042,XHKG,Y,CS,3000,10000.0,0.09,,27042.HK,"27042 HK",27042,9HH2AUMJ0,HK27042,BZ57107,CH0312378075
27051,XHKG,Y,CS,3000,10000.0,0.05,,27051.HK,"27051 HK",27051,9HH2AOGA0,HK27051,,
27070,XHKG,Y,CS,3000,10000.0,0.17,,27070.HK,"27070 HK",27070,9HH2AUNH3,HK27070,BZ8TX04,CH0312377853
27071,XHKG,Y,CS,3000,10000.0,0.08,,27071.HK,"27071 HK",27071,9HH2AUNI1,HK27071,BZ8TX15,CH0312377861
27072,XHKG,Y,CS,3000,10000.0,0.11,,27072.HK,"27072 HK",27072,9HH2AUNK6,HK27072,BZ8TX26,CH0312377879
27073,XHKG,Y,CS,3000,2000.0,0.08,,27073.HK,"27073 HK",27073,9HH2AUNU4,HK27073,BZ8TX37,CH0312377887
27075,XHKG,Y,CS,3000,10000.0,0.21,,27075.HK,"27075 HK",27075,9HH2AUNL4,HK27075,BZ8TX48,CH0312377895
27076,XHKG,Y,CS,3000,10000.0,0.06,,27076.HK,"27076 HK",27076,9HH2ASWS4,HK27076,BYYQ6Q9,NL0011668017
27077,XHKG,Y,CS,3000,10000.0,0.07,,27077.HK,"27077 HK",27077,9HH2ASWU9,HK27077,BYYQ6R0,NL0011668025
27078,XHKG,Y,CS,3000,5000.0,0.25,,27078.HK,"27078 HK",27078,9HH2ASWV7,HK27078,BYYQ6S1,NL0011667951
27080,XHKG,Y,CS,3000,10000.0,0.13,,27080.HK,"27080 HK",27080,9HH2ASWW5,HK27080,BYYQ6T2,NL0011667993
27081,XHKG,Y,CS,3000,10000.0,0.05,,27081.HK,"27081 HK",27081,9HH2ASWX3,HK27081,BYYQ6V4,NL0011668009
27082,XHKG,Y,CS,3000,1000.0,0.08,,27082.HK,"27082 HK",27082,9HH2ASWY1,HK27082,BYYQ6W5,NL0011668082
27097,XHKG,Y,CS,3000,10000.0,0.39,,27097.HK,"27097 HK",27097,9HH2ASHW2,HK27097,,
27098,XHKG,Y,CS,3000,10000.0,0.02,,27098.HK,"27098 HK",27098,9HH2ASHX0,HK27098,,
27103,XHKG,Y,CS,3000,10000.0,0.14,,27103.HK,"27103 HK",27103,9HH2B15X1,HK27103,BYZCBW7,HK0000290004
27109,XHKG,Y,CS,3000,2000.0,0.45,,27109.HK,"27109 HK",27109,9HH2B1636,HK27109,BYZCBY9,HK0000290012
27110,XHKG,Y,CS,3000,20000.0,0.06,,27110.HK,"27110 HK",27110,9HH2B1644,HK27110,BYZCBZ0,HK0000290020
27111,XHKG,Y,CS,3000,10000.0,0.08,,27111.HK,"27111 HK",27111,9HH2B1651,HK27111,BYZCC02,HK0000290038
27112,XHKG,Y,CS,3000,10000.0,0.07,,27112.HK,"27112 HK",27112,9HH2B1669,HK27112,BYZCC13,HK0000290046
27114,XHKG,Y,CS,3000,10000.0,0.10,,27114.HK,"27114 HK",27114,9HH2B1677,HK27114,BYZCBX8,HK0000290053
27121,XHKG,Y,CS,3000,5000.0,0.04,,27121.HK,"27121 HK",27121,9HH2B7DB7,HK27121,BYZCCJ1,CH0312377994
27123,XHKG,Y,CS,3000,2000.0,0.06,,27123.HK,"27123 HK",27123,9HH2B7DC5,HK27123,BYZCCK2,CH0312378000
27125,XHKG,Y,CS,3000,5000.0,0.06,,27125.HK,"27125 HK",27125,9HH2B7DD3,HK27125,BYZCCL3,CH0312378018
27126,XHKG,Y,CS,3000,5000.0,0.07,,27126.HK,"27126 HK",27126,9HH2B8888,HK27126,BYZCCM4,CH0312378026
27128,XHKG,Y,CS,3000,5000.0,0.16,,27128.HK,"27128 HK",27128,9HH2B8896,HK27128,BYZCCN5,CH0312378034
27129,XHKG,Y,CS,3000,10000.0,0.08,,27129.HK,"27129 HK",27129,9HH2ATI74,HK27129,,
27130,XHKG,Y,CS,3000,10000.0,0.10,,27130.HK,"27130 HK",27130,9HH2ATI41,HK27130,,
27131,XHKG,Y,CS,3000,5000.0,0.16,,27131.HK,"27131 HK",27131,9HH2ATI58,HK27131,,
27133,XHKG,Y,CS,3000,5000.0,0.04,,27133.HK,"27133 HK",27133,9HH2AU9M8,HK27133,,
27136,XHKG,Y,CS,3000,1000.0,0.21,,27136.HK,"27136 HK",27136,9HH2B6VJ2,HK27136,BYZCD09,HK0000290210
27152,XHKG,Y,CS,3000,10000.0,0.17,,27152.HK,"27152 HK",27152,9HH2B88F2,HK27152,BYZCD21,CH0312378042
27153,XHKG,Y,CS,3000,10000.0,0.09,,27153.HK,"27153 HK",27153,9HH2AUEZ3,HK27153,,
27157,XHKG,Y,CS,3000,10000.0,0.06,,27157.HK,"27157 HK",27157,9HH2AUF09,HK27157,,
27159,XHKG,Y,CS,3000,10000.0,0.02,,27159.HK,"27159 HK",27159,9HH2B96K1,HK27159,BYZXBJ7,CH0312378117
27168,XHKG,Y,CS,3000,4000.0,0.25,,27168.HK,"27168 HK",27168,9HH2B96L9,HK27168,BYZXBK8,CH0312378125
27180,XHKG,Y,CS,3000,1000.0,0.01,,27180.HK,"27180 HK",27180,9HH2AWK09,HK27180,,
27187,XHKG,Y,CS,3000,10000.0,0.12,,27187.HK,"27187 HK",27187,9HH2B6VP8,HK27187,BZGJ4T2,CH0320973255
27188,XHKG,Y,CS,3000,10000.0,0.20,,27188.HK,"27188 HK",27188,9HH2B6VQ6,HK27188,BD9J2G8,CH0320973222
27189,XHKG,Y,CS,3000,10000.0,,,27189.HK,"27189 HK",27189,9HH2B6VR4,HK27189,BD4N641,CH0320982207
27190,XHKG,Y,CS,3000,1000.0,0.08,,27190.HK,"27190 HK",27190,9HH2AWK17,HK27190,,
27191,XHKG,Y,CS,3000,2000.0,0.08,,27191.HK,"27191 HK",27191,9HH2AWK25,HK27191,,
27192,XHKG,Y,CS,3000,1000.0,0.11,,27192.HK,"27192 HK",27192,9HH2B9F70,HK27192,BYZXC38,CH0312378133
27235,XHKG,Y,CS,3000,20000.0,0.05,,27235.HK,"27235 HK",27235,9HH2ALRT3,HK27235,BYPKBJ8,CH0312378190
27240,XHKG,Y,CS,3000,10000.0,0.10,,27240.HK,"27240 HK",27240,9HH2B9YZ7,HK27240,BYQRWM8,NL0011668108
27244,XHKG,Y,CS,3000,2000.0,0.34,,27244.HK,"27244 HK",27244,9HH2ALRU0,HK27244,BYPK9Z0,
27245,XHKG,Y,CS,3000,4000.0,0.42,,27245.HK,"27245 HK",27245,9HH2BB0G1,HK27245,BYPKB09,
27246,XHKG,Y,CS,3000,5000.0,0.24,,27246.HK,"27246 HK",27246,9HH2BB0H9,HK27246,BYPKB10,
27247,XHKG,Y,CS,3000,10000.0,0.06,,27247.HK,"27247 HK",27247,9HH2ALRV8,HK27247,BYPKB21,
27249,XHKG,Y,CS,3000,10000.0,0.15,,27249.HK,"27249 HK",27249,9HH2ALRW6,HK27249,BYPKB43,
27257,XHKG,Y,CS,3000,1000.0,0.05,,27257.HK,"27257 HK",27257,9HH2BB0K2,HK27257,BYPKBL0,CH0312378208
27258,XHKG,Y,CS,3000,1000.0,0.11,,27258.HK,"27258 HK",27258,9HH2B9Z11,HK27258,BYQRWN9,NL0011668116
27261,XHKG,Y,CS,3000,5000.0,0.21,,27261.HK,"27261 HK",27261,9HH2B9Z37,HK27261,BYQRWP1,NL0011668199
27262,XHKG,Y,CS,3000,10000.0,0.05,,27262.HK,"27262 HK",27262,9HH2B9Z45,HK27262,BYQRWQ2,NL0011668181
27263,XHKG,Y,CS,3000,4000.0,0.12,,27263.HK,"27263 HK",27263,9HH2B8276,HK27263,,
